1457563581491392514;Wai-iti Beach Retreat;30 Beach Road, Waiiti 4377, New Zealand;-38.9248676;174.4740558
1457557500644020224;Plage des Amandiers;Plage des Amandiers, Guadeloupe;16.3510265;-61.7226251
1457548621554110465;Playa del Pirata;Playa del Pirata, C. las Azucenas, 35100 San Bartolomé de Tirajana, Las Palmas, Spain;27.7737483;-15.5310953
1457541327705497605;West Bay Beach;West Bay Beach, West Bay, Cayman Islands;19.3700297;-81.4033474
1457516128096374789;시목해변;South Korea, 신안군 도초면 시목해변;34.6728108;125.9548645
1457507153925791749;Vyžuonaičio Pliažas;Utenos m. sen, Utena 28133, Lithuania;55.4940007;25.5920532
1457503382621536263;Playa Kanoa;Playa Kanoa, Curaçao;12.1747788;-68.8661224
1457494830825807872;St Brelade's Bay;St Brelade's Bay, JE3, Jersey;49.1843475;-2.1948372
1457490802071031809;Uvac Special Nature Reserve;Nova Varoš, Serbia;43.46041170000000;19.815345
1457484441253818370;Hobie Beach;Puerto Rico, Carolina, 00979, Puerto Rico;18.4275346;-66.00781360000000
1457479765443629058;Praia naturista 19;Portugal, 2825 Costa da Caparica, Portugal;38.6547727;-9.2231387
1457473027864662020;Police Beach-Resort;Via Materdomini, 14, 72100 Brindisi BR, Italy;40.6664981;17.9491922
1457458074671849477;Ocean Beach Park;300 W Broadway, Long Beach, NY 11561, USA;40.5844354;-73.67274310000000
1457442842733912065;Nagjir Beach;Nagjir Beach, شارع النهضة;27.1821957;-13.3949089
1457438722832617477;Praia de Matosinhos;Praia de Matosinhos, Av. Norton de Matos, 4450-208 Matosinhos, Portugal;41.1763702;-8.6926763
1457433293524250624;plaja orașului tirapol tuborg;plaja orașului tirapol tuborg, Tiraspol, Moldova;46.8334458;29.6105498
1457427855172898822;Dyuny.plyazh. Vesna;Dyuny.plyazh. Vesna;54.7859389;83.0526096
1457427729142407182;Student Beach;Student Beach, Haifa, Israel;32.785731;34.95472
1457407726561210373;Number 63 Beach;Number 63 Beach;5.987121900000000;-57.14430980000000
1457397618817052672;plage publique;La Fécule, 69550 Cublize, France;46.0075546;4.3686303
1457385951160897544;Mighty Beach;Mighty Beach, Ghana;5.607875;-0.056607
1457382613585367045;Runaway Beach;Runaway Beach, Antigua and Barbuda;17.1456007;-61.856874
1457381971873697799;Secret Harbor Beach;Secret Harbor Beach, St Thomas 00802, USVI;18.3180101;-64.8529185
1457355498823487498;Veyraande Beach;Veyraande Beach, Kalhibithe Magu, Addu City, Maldives;-0.5852688000000000;73.238519
1457327878069178373;West Strand Beach;Liman 3, Novi Sad, Serbia;45.2379253;19.8383756
1457320558773813252;ឆ្នេរល្វាឯម Lvea Aem Beach;Old 380 Lvea Aem, 00000, Cambodia;11.59999;104.9528228
1457318505741787138;Plage du Château Royal;Plage du Château Royal, Nouméa 98800, New Caledonia;-22.3090838;166.4484907
1457318440038027267;La Française;La Française, 97200, Martinique;14.6012704;-61.0675602
1457310069901701121;Los Naranjos Archaeological Park;WXQJ+Q4V, Santa Cruz de Yojoa, Honduras;14.9394875;-88.0197031
1457305073944563717;Lime Kiln Beach;Lime Kiln Beach, Montserrat;16.7508713;-62.2328853
1457285205471936512;Bãi Tắm Dũng Dương;Unnamed Road, Hòa Minh, Tuy Phong, Bình Thuận, Vietnam;11.1814864;108.5846209
1457112807422500864;Pantai Kilat / Kilat Beach (viewing area);Pantai Kilat / Kilat Beach (viewing area), 11050 George Town, Malaysia;5.4656082;100.2386484
1457101199128342538;Wailoaloa Sandy Beach;6CMF+2CP, Fiji;-17.7674125;178.4235781
1456982438748598282;Point du Bout Beach;Point du Bout Beach, Rue du Chacha, Les Trois-Îlets, Martinique;14.5590334;-61.0528312
1456978271418167305;Pasir Ris Beach;Pasir Ris Beach, Singapore;1.385;103.9455556
1456976560527978498;Playa Los Bungalows;Av. de la Costa de Madrid, 152, 28680 San Martín de Valdeiglesias, Madrid, Spain;40.3995521;-4.3832318
1458496638574596097;Valgeranna supelrand;Valgeranna supelrand, 88326 Pärnu maakond, Estonia;58.38594465832752;24.357805230721095
1458499908462338054;Playa La Ferme;QPGF+HQM, Bata, Equatorial Guinea;1.7766662486076892;9.724378981959436
1458499913067732996;Moon Bay;Taiwan;22.98241748214766;120.15267085694451
